user_id,total_interactions,unique_exercises,accuracy,hint_rate,active_days
153797,48,6,0.7708,0.0833,5.0
153798,31,3,0.5484,0.2903,0.0
153801,67,9,0.8507,0.0448,0.0
153802,32,3,0.9375,0.0,0.0
153803,205,29,0.7756,0.1268,38.1
153806,96,12,0.9271,0.0104,7.0
153811,104,8,0.875,0.0577,0.9
153812,45,14,0.5556,0.4,0.8
153816,33,5,0.7879,0.0606,14.0
153817,35,2,0.6286,0.2857,0.0
153827,367,27,0.9428,0.0054,12.1
153832,141,25,0.8794,0.0567,10.1
153834,620,45,0.9258,0.0226,1.6
153838,194,18,0.732,0.1598,21.1
153849,96,23,0.8229,0.0521,0.0
153850,177,29,0.9209,0.0056,1.3
153851,61,6,0.8525,0.1148,0.0
153852,88,12,0.3068,0.5909,0.0
153856,62,10,0.9355,0.0,56.0
153858,32,4,0.7812,0.0,0.0
153861,57,7,0.6316,0.1754,3.0
153864,49,17,0.8367,0.0408,0.0
153869,121,20,0.8512,0.0744,18.7
153871,148,23,0.8108,0.0338,0.0
153872,150,14,0.94,0.0133,0.7
153874,198,22,0.8586,0.0455,24.0
153880,101,15,0.9505,0.0198,12.0
153881,1135,113,0.9022,0.0291,82.3
153882,90,15,0.8667,0.0444,14.0
153883,45,10,0.6667,0.2222,108.4
153890,1132,54,0.8896,0.0362,7.6
153893,132,34,0.7955,0.0985,0.9
153901,668,61,0.8533,0.0434,43.5
153902,36,12,0.8611,0.1389,36.1
153906,450,26,0.8489,0.0556,42.0
153909,49,16,0.8163,0.0816,7.9
153911,35,9,0.9429,0.0571,21.0
153913,39,3,0.7692,0.2051,0.1
153914,45,10,0.8222,0.0889,0.0
153915,32,4,0.8125,0.0,0.0
153916,92,11,0.913,0.0217,8.3
153917,32,6,0.8125,0.0938,0.0
153919,477,57,0.9287,0.0063,98.8
153920,30,11,0.7667,0.1333,0.0
153921,372,25,0.9086,0.0027,267.4
153923,96,16,0.8229,0.0521,0.0
153925,461,29,0.7896,0.0325,312.0
153929,83,18,0.8434,0.0602,28.0
153930,441,12,0.7619,0.0408,12.1
153933,829,56,0.9228,0.0181,67.5
153934,41,7,0.9024,0.0,7.0
153943,120,19,0.9667,0.0,0.0
153944,1011,20,0.8121,0.1207,63.0
153950,49,7,0.6531,0.3469,0.0
153951,700,70,0.83,0.02,118.3
153953,50,6,0.94,0.0,96.6
153958,104,14,0.75,0.1731,238.2
153959,38,6,0.9211,0.0,0.0
153960,60,7,0.9167,0.0167,0.0
153962,89,11,0.9775,0.0,4.0
153963,30,6,0.9,0.0333,0.0
153966,460,28,0.7739,0.037,29.1
153967,83,14,0.9398,0.0241,0.0
153970,41,7,0.7805,0.0244,0.0
153972,129,17,0.845,0.0233,86.4
153974,985,49,0.867,0.0477,30.3
153980,325,21,0.7415,0.1292,77.0
153987,176,11,0.7386,0.1307,201.0
153989,54,13,0.7222,0.037,0.0
153990,34,6,0.8529,0.0882,7.0
153993,56,9,0.8393,0.0357,10.0
153994,36,5,0.6667,0.1111,79.8
153995,66,8,0.7121,0.1212,48.6
153996,329,33,0.8298,0.1125,397.0
153997,47,18,0.6383,0.2128,10.1
154000,283,29,0.8905,0.053,144.0
154003,40,4,0.95,0.0,0.0
154006,58,3,0.0172,0.9655,0.0
154010,643,75,0.8865,0.042,81.0
154016,1991,52,0.7649,0.1035,266.3
154019,42,8,0.9762,0.0238,38.2
154020,73,9,0.589,0.2192,71.7
154022,73,8,0.9315,0.0411,0.0
154026,64,9,0.75,0.1875,0.0
154027,3325,101,0.6905,0.1164,308.1
154039,184,18,0.8967,0.0163,408.2
154040,339,52,0.8761,0.0324,10.3
154046,44,6,0.8409,0.0455,82.1
154047,34,9,0.7941,0.0588,6.0
154049,368,27,0.875,0.0462,0.9
154053,843,51,0.86,0.0285,36.6
154056,88,2,0.7273,0.1136,22.0
154061,30,2,0.1333,0.8667,0.0
154062,61,13,0.8197,0.0492,28.0
154070,72,5,0.9028,0.0,0.0
154071,33,4,0.8182,0.0303,62.0
154074,32,3,0.5938,0.3438,13.9
154075,40,6,0.925,0.0,114.1
154077,108,12,0.8519,0.0648,74.7
154078,365,23,0.8575,0.0712,311.3
154079,38,14,0.6842,0.2105,0.0
154086,32,5,1.0,0.0,2.0
154087,101,34,0.8317,0.0792,0.0
154089,33,5,0.9091,0.0606,0.0
154092,58,6,0.8793,0.0345,0.0
154095,164,17,0.8963,0.0366,194.2
154096,683,75,0.9707,0.0073,122.3
154103,69,8,0.9565,0.0145,21.0
154104,45,2,0.2667,0.6889,0.1
154106,39,7,0.6923,0.1026,104.0
154107,62,10,0.6613,0.0968,4.8
154108,787,70,0.7853,0.1029,304.1
154110,98,17,0.449,0.4082,90.9
154111,50,14,0.9,0.02,0.0
154115,34,7,0.8235,0.1176,0.0
154119,40,4,0.9,0.0,0.0
154128,86,17,0.7558,0.0581,18.0
154129,66,4,0.6667,0.1515,14.0
154135,1229,100,0.8959,0.0057,302.6
154145,404,27,0.7624,0.0173,70.0
154147,54,10,0.7963,0.1111,0.0
154149,131,13,0.9542,0.0229,23.0
154155,49,8,0.8571,0.0,58.0
154156,49,8,0.8776,0.0816,0.0
154160,40,6,0.725,0.1,0.0
154161,40,12,0.85,0.025,0.0
154163,32,7,0.9688,0.0,0.0
154164,56,11,0.6071,0.25,203.0
154166,1292,60,0.9319,0.017,16.8
154169,70,6,0.8429,0.0571,0.0
154171,56,9,0.9643,0.0,0.0
154174,3972,115,0.8628,0.0408,333.8
154175,181,19,0.8508,0.0829,56.0
154177,32,3,0.9688,0.0,0.0
154179,100,9,0.88,0.03,7.0
154180,80,16,0.8,0.0,0.0
154182,889,43,0.8358,0.0506,127.1
154184,120,18,0.875,0.0667,1.1
154193,89,11,0.9213,0.0225,6.0
154194,981,43,0.9378,0.0031,42.0
154197,49,14,0.8571,0.0816,0.0
154198,768,73,0.8594,0.0195,3.9
154202,1149,68,0.9008,0.0096,108.9
154206,117,9,0.6667,0.2137,71.0
154209,472,32,0.8157,0.0678,39.2
154210,128,24,0.8281,0.0078,272.9
154212,100,22,0.8,0.04,9.1
154213,121,5,0.6529,0.0909,10.9
154217,228,25,0.8333,0.0702,16.2
154228,49,7,0.8367,0.0,0.0
154233,45,9,0.8222,0.0444,13.0
154234,120,14,0.8333,0.075,7.0
154238,251,15,0.7012,0.1633,108.1
154240,126,12,0.754,0.1587,0.0
154241,1563,90,0.8592,0.0243,75.7
154243,33,5,1.0,0.0,0.0
154245,2746,157,0.9243,0.0215,105.0
154246,272,25,0.8971,0.0037,56.1
154249,264,22,0.8523,0.0682,71.3
154253,707,38,0.8119,0.0707,49.1
154256,38,5,0.9211,0.0526,0.0
154265,96,13,0.8125,0.0312,0.0
154271,75,11,0.8667,0.0933,0.9
154273,55,11,0.7273,0.1091,0.0
154276,92,10,0.7065,0.1522,2.0
154279,208,17,0.8317,0.0625,96.9
154281,86,14,0.8372,0.0465,0.1
154282,53,8,0.8868,0.0189,0.0
154284,36,3,0.8889,0.0278,0.0
154291,40,6,0.95,0.025,0.0
154294,58,9,0.9483,0.0172,0.0
154304,201,9,0.9652,0.0199,1.0
154306,47,4,0.6383,0.0638,0.0
154307,241,21,0.9129,0.0373,245.3
154308,96,5,0.7708,0.0,1.0
154322,94,16,0.9574,0.0,0.0
154323,310,30,0.8548,0.0806,28.0
154327,178,20,0.7865,0.1629,121.1
154334,269,10,0.9108,0.0,91.0
154336,109,14,0.9266,0.0183,9.4
154338,45,9,0.9111,0.0667,0.0
154340,54,11,0.7593,0.2037,131.4
154342,853,59,0.8863,0.0551,119.3
154346,112,13,1.0,0.0,8.7
154354,179,15,0.8268,0.0838,18.9
154358,84,10,0.9167,0.0119,2.0
154360,70,16,0.7429,0.0857,117.1
154366,112,4,0.8304,0.0089,22.0
154367,95,9,0.8211,0.0842,196.0
154371,82,13,0.9024,0.0,0.0
154373,1515,80,0.8719,0.0277,251.8
154378,30,3,0.3,0.0667,0.0
154380,104,1,0.9904,0.0,0.0
154382,64,7,0.9062,0.0,0.0
154383,231,19,0.8485,0.0519,158.1
154384,365,35,0.8137,0.0904,45.0
154385,2288,148,0.8348,0.0476,14.0
154388,256,18,0.8438,0.0352,223.0
154390,68,7,0.8824,0.0294,14.0
154391,586,39,0.6758,0.2235,378.5
154395,6404,186,0.8276,0.0315,293.3
154399,271,22,0.8672,0.0148,21.1
154405,469,40,0.8529,0.0192,199.8
154407,32,4,0.6562,0.0625,28.6
154410,491,52,0.7923,0.112,111.4
154411,180,24,0.8722,0.0278,10.7
154415,524,44,0.895,0.0057,0.1
154416,113,14,0.6814,0.1947,77.0
154417,72,8,0.7639,0.2222,0.0
154419,68,1,0.0,1.0,0.0
154423,458,59,0.9127,0.0284,243.2
154424,34,5,0.7353,0.1176,38.6
154425,49,8,0.5102,0.0204,130.0
154427,44,7,0.4545,0.5,12.1
154428,479,49,0.8539,0.0668,14.0
154432,66,3,0.9091,0.0606,0.1
154433,290,22,0.7517,0.1448,266.3
154434,250,23,0.924,0.008,224.0
154437,540,45,0.8648,0.0278,56.0
154442,55,9,0.7636,0.1636,6.3
154443,65,6,0.6923,0.2923,5.2
154446,260,21,0.8462,0.05,119.0
154449,1019,69,0.8871,0.0196,172.0
154453,270,35,0.7963,0.1037,5.2
154454,42,7,0.881,0.0,0.0
154456,1664,85,0.7975,0.1184,34.3
154464,246,9,0.6992,0.1179,27.8
154467,644,40,0.8152,0.1165,224.0
154468,55,9,0.9636,0.0182,0.0
154470,73,13,0.9178,0.0,0.0
154473,45,10,0.8222,0.0222,0.0
154478,197,28,0.5939,0.1472,250.9
154479,215,22,0.9442,0.0186,0.1
154480,44,8,0.9318,0.0227,22.0
154481,32,7,0.75,0.125,1.5
154488,435,25,0.7172,0.1218,255.9
154489,64,21,0.75,0.125,0.0
154494,268,16,0.8022,0.0299,28.0
154496,649,40,0.7057,0.1864,55.1
154498,36,6,0.9167,0.0278,6.0
154500,202,21,0.896,0.0248,73.8
154503,142,21,0.7535,0.0563,10.0
154506,35,6,0.6571,0.2571,101.5
154508,81,9,0.9506,0.0,0.0
154511,91,21,0.8132,0.0,0.0
154512,38,6,0.8947,0.0,0.0
154523,2858,169,0.8614,0.0248,278.6
154524,453,46,0.83,0.0221,40.0
154528,167,30,0.7425,0.0838,7.9
154539,41,11,0.8537,0.0244,21.3
154543,223,19,0.9193,0.0,16.6
154544,124,22,0.7581,0.1532,104.1
154551,121,13,0.9091,0.0661,0.1
154553,112,10,0.7321,0.2143,13.0
154554,255,14,0.898,0.0118,7.0
154559,76,18,0.8553,0.0132,6.1
154560,572,48,0.7255,0.1486,105.0
154562,186,15,0.7742,0.1613,142.0
154566,69,13,0.8986,0.0145,0.0
154568,155,13,0.9806,0.0065,21.0
154571,80,11,0.9375,0.0,0.0
154572,290,18,0.7552,0.0103,42.0
154574,273,19,0.8242,0.0733,71.0
154588,1195,65,0.8502,0.0335,125.2
154589,203,18,0.8227,0.0394,72.1
154599,651,45,0.8863,0.0061,9.5
154600,378,35,0.8968,0.0159,104.7
154602,30,2,0.8,0.0,7.0
154605,834,35,0.8801,0.0504,306.7
154611,117,8,0.7778,0.0598,0.0
154612,81,11,0.9383,0.0123,16.0
154615,60,17,0.8333,0.0,35.0
154616,315,18,0.7746,0.0032,9.0
154618,103,9,0.7476,0.0485,0.0
154623,97,9,0.9278,0.0,0.0
154625,100,13,0.84,0.05,2.3
154632,448,51,0.9308,0.0,1.3
154636,462,36,0.8874,0.0563,35.0
154637,91,12,0.8462,0.011,0.0
154638,339,45,0.8555,0.0383,97.8
154640,66,10,0.9394,0.0,0.0
154646,6502,245,0.8417,0.0192,266.2
154651,73,11,0.7945,0.2055,14.0
154655,93,7,0.871,0.0323,1.0
154664,559,67,0.7996,0.1413,95.2
154668,144,15,0.9167,0.0,100.1
154669,30,10,0.9333,0.0667,23.6
154674,116,14,0.8448,0.1034,31.3
154677,88,10,0.9432,0.0,0.0
154678,59,3,0.8305,0.0169,0.0
154679,41,4,0.561,0.0488,0.0
154682,501,43,0.8643,0.0339,9.1
154689,58,12,0.7759,0.1552,0.0
154691,33,7,0.9091,0.0,0.0
154692,30,9,0.6667,0.1667,0.0
154693,99,11,0.9293,0.0404,0.0
154697,162,26,0.7469,0.1358,16.3
154698,1160,122,0.9078,0.0181,64.7
154699,116,8,0.8793,0.0345,0.1
154702,47,2,0.8936,0.0213,0.0
154709,66,14,0.8485,0.1212,0.0
154713,116,11,0.8621,0.0172,42.0
154715,184,28,0.9565,0.0,38.5
154726,56,5,0.9464,0.0,2.4
154727,115,22,0.8957,0.0348,28.0
154734,139,14,0.8921,0.0216,21.0
154736,91,3,0.6923,0.033,2.1
154737,60,7,0.8667,0.0333,274.7
154739,144,21,0.7569,0.0972,0.0
154742,90,8,0.9111,0.0222,0.0
154748,32,3,0.75,0.0938,1.9
154750,600,64,0.9533,0.0,6.3
154752,75,13,0.7867,0.1333,48.1
154754,64,9,0.7344,0.0156,0.0
154756,135,15,0.8741,0.0444,0.0
154757,33,4,0.2727,0.7273,4.0
154759,69,6,0.2609,0.6667,77.0
154762,31,3,0.8065,0.0968,0.0
154767,639,69,0.8498,0.0282,331.1
154768,327,35,0.8532,0.0336,153.3
154772,48,4,0.9583,0.0,0.8
154776,36,6,0.75,0.1667,0.0
154786,80,11,0.8875,0.025,0.0
154787,108,17,0.9074,0.037,10.9
154790,63,11,0.873,0.0635,28.0
154791,33,8,0.8182,0.1515,20.2
154793,582,56,0.8591,0.055,89.0
154794,35,6,0.9143,0.0,0.0
154800,168,16,0.9226,0.0238,21.0
154807,235,26,0.8809,0.0681,49.0
154808,42,10,0.7619,0.1905,254.1
154809,86,11,0.7907,0.0581,29.0
154813,844,33,0.9123,0.0273,259.9
154814,69,20,0.8261,0.058,0.0
154815,48,3,0.875,0.0208,0.0
154817,144,14,0.6528,0.1806,79.1
154820,99,15,0.8788,0.0101,0.4
154823,32,8,0.5625,0.3438,0.0
154827,31,4,0.9677,0.0,6.6
154828,31,10,0.6774,0.2581,0.0
154829,794,53,0.6146,0.2128,104.0
154830,96,8,0.6875,0.1354,3.0
154831,96,17,0.8333,0.0521,0.0
154834,205,23,0.9366,0.0146,17.6
154840,41,7,0.5366,0.3171,1.1
154846,36,11,0.7778,0.0278,54.9
154850,160,23,0.8688,0.0125,0.0
154851,277,24,0.7473,0.1841,28.0
154858,146,37,0.8082,0.0685,0.7
154864,306,9,0.7353,0.0098,35.0
154866,33,4,0.7879,0.1515,0.0
154868,32,3,0.8438,0.0,0.0
154873,48,11,0.9375,0.0,0.0
154874,61,25,0.8197,0.082,3.0
154878,100,13,0.84,0.08,63.0
154882,32,3,0.8125,0.0312,0.0
154885,177,18,0.9209,0.0169,35.0
154890,42,3,0.9524,0.0,0.0
154897,250,23,0.732,0.032,49.0
154906,40,9,0.875,0.1,0.0
154909,911,49,0.7925,0.0834,84.0
154913,37,4,0.973,0.0,7.0
154917,55,10,0.8545,0.1273,3.0
154919,51,4,0.2745,0.2745,7.0
154923,130,1,0.6077,0.3154,0.0
154927,74,8,0.8108,0.1351,34.1
154930,33,4,0.4848,0.3636,0.0
154931,82,5,0.9146,0.0,42.0
154933,70,14,0.9429,0.0571,0.0
154934,316,32,0.8703,0.019,151.2
154943,53,8,0.9434,0.0189,0.5
154947,942,78,0.8546,0.052,23.8
154949,3404,134,0.7183,0.0937,107.1
154951,434,43,0.8157,0.0553,183.5
154952,65,10,0.8462,0.0769,7.0
154956,124,18,0.8387,0.0806,14.0
154957,64,13,0.875,0.0312,0.0
154959,265,27,0.8453,0.0528,387.0
154960,129,12,0.9302,0.0078,326.4
154961,139,14,0.7698,0.1439,70.3
154962,86,9,0.8953,0.0465,32.2
154967,189,23,0.7354,0.1376,34.0
154969,74,10,0.9324,0.0,0.0
154970,87,18,0.954,0.0115,0.0
154971,2653,98,0.8764,0.0675,119.0
154973,106,25,0.9151,0.0189,21.2
154974,36,5,0.8056,0.0556,1.0
154975,161,17,0.8571,0.0994,9.0
154982,79,15,0.7342,0.0506,28.0
154990,535,44,0.785,0.1607,49.0
154992,181,23,0.6409,0.1989,100.2
154997,313,38,0.7891,0.099,35.0
154998,52,19,0.7115,0.0577,0.0
155001,88,13,0.8864,0.0682,248.6
155008,177,15,0.9774,0.0056,41.6
155009,48,9,0.9167,0.0833,0.0
155011,64,10,0.9062,0.0312,0.0
155013,2462,79,0.7153,0.1141,387.2
155023,37,11,0.7568,0.1351,1.0
155025,135,12,0.8222,0.0296,21.0
155028,67,6,0.9104,0.0,0.0
155029,48,2,0.9792,0.0,0.0
155030,174,21,0.7414,0.1437,49.0
155033,46,9,0.3913,0.5217,6.0
155034,32,5,0.8125,0.0625,21.0
155036,338,38,0.8964,0.0444,36.5
155037,72,1,0.9028,0.0139,0.0
155041,41,7,0.9756,0.0,7.0
155043,1596,115,0.8891,0.0282,64.0
155045,42,6,0.881,0.0,0.0
155049,69,7,0.7536,0.1304,0.0
155052,2551,104,0.7479,0.0517,140.4
155055,419,35,0.8974,0.031,0.8
155060,550,29,0.7691,0.0327,91.0
155064,31,11,0.8065,0.1935,0.0
155066,954,63,0.8648,0.0168,14.9
155068,87,13,0.6782,0.0805,7.0
155069,73,8,0.8904,0.0411,51.5
155071,47,19,0.8511,0.1064,0.0
155073,40,3,0.9,0.0,0.0
155074,269,31,0.8439,0.0074,70.0
155075,1010,70,0.9277,0.0149,120.1
155077,38,10,0.6316,0.2895,0.0
155078,49,8,0.6531,0.1429,37.1
155080,32,4,0.75,0.0938,4.1
155082,903,45,0.9236,0.0255,27.0
155085,50,5,0.8,0.06,42.0
155087,48,7,0.9167,0.0208,0.0
155088,92,10,0.9348,0.0326,10.9
155089,214,26,0.8832,0.0374,284.8
155100,88,13,0.7727,0.1591,8.2
155107,482,42,0.8382,0.0622,145.2
155110,644,42,0.7562,0.1615,49.0
155119,264,32,0.8561,0.0795,40.0
155124,154,30,0.9351,0.0195,33.3
155127,34,8,0.9118,0.0294,235.3
155130,68,11,0.7059,0.25,65.8
155134,89,7,0.8989,0.0337,2.0
155145,42,8,0.9048,0.0476,0.0
155154,427,37,0.9133,0.0094,10.0
155155,32,1,0.9375,0.0,0.0
155156,169,14,0.9645,0.0,194.2
155161,132,19,0.9167,0.0227,0.0
155162,259,29,0.8494,0.0309,62.1
155164,46,6,0.6087,0.1739,1.1
155168,894,92,0.9116,0.0268,28.4
155172,119,19,0.8487,0.042,67.9
155178,128,10,0.9375,0.0312,0.0
155179,33,5,0.9394,0.0303,0.0
155182,885,46,0.8429,0.0373,123.0
155185,138,17,0.2029,0.6884,0.1
155190,255,20,0.9529,0.0039,18.2
155194,104,12,0.9423,0.0,8.1
155197,93,12,0.7849,0.0645,0.0
155201,311,14,0.5563,0.3633,6.0
155207,129,7,0.8605,0.0388,49.0
155208,36,5,0.9167,0.0278,0.0
155210,60,10,0.8667,0.0,0.9
155211,48,7,0.9375,0.0208,18.9
155216,285,27,0.8351,0.0491,0.1
155219,756,67,0.8823,0.0542,49.6
155221,240,29,0.875,0.0458,9.8
155223,277,27,0.8628,0.0505,287.1
155227,88,3,0.7955,0.0682,0.0
155228,86,15,0.8721,0.0233,0.0
155229,80,8,0.9125,0.075,16.0
155232,50,24,0.9,0.04,25.8
155237,158,19,0.8481,0.057,6.1
155238,642,43,0.8879,0.0202,75.2
155241,173,23,0.8266,0.1156,51.1
155243,346,38,0.8555,0.052,62.4
155244,421,38,0.905,0.0309,52.7
155248,144,26,0.7083,0.1528,117.9
155249,40,11,0.9,0.025,0.0
155251,68,27,0.5882,0.1324,0.1
155256,41,17,0.1463,0.5854,14.0
155261,48,4,0.5625,0.25,0.0
155268,114,17,0.9123,0.0088,1.8
155272,80,12,0.9375,0.0,0.0
155273,55,8,0.9273,0.0182,0.0
155275,59,19,0.8305,0.1186,0.0
155276,343,28,0.7988,0.1778,48.1
155289,2873,143,0.8298,0.0498,334.8
155291,118,7,0.839,0.0847,0.0
155292,48,9,0.875,0.0625,1.1
155299,209,1,0.9952,0.0,0.0
155303,96,11,0.9062,0.0,0.0
155306,66,19,0.6667,0.1818,0.0
155311,104,13,0.875,0.0577,2.5
155313,2300,114,0.7961,0.0548,227.2
155319,31,5,0.7419,0.0,0.0
155324,40,6,0.925,0.0,0.0
155325,129,13,0.8915,0.062,0.1
155337,611,28,0.7381,0.0917,22.1
155338,168,17,0.8869,0.0119,14.0
155340,112,27,0.9107,0.0,0.0
155354,69,10,0.971,0.0,0.0
155355,372,28,0.6694,0.172,126.0
155360,1391,94,0.8447,0.0316,63.0
155365,161,13,0.6584,0.1304,11.1
155367,42,12,0.5238,0.2857,0.0
155368,119,14,0.4454,0.4454,27.9
155370,260,21,0.7846,0.0846,32.1
155373,81,10,0.7531,0.1358,117.8
155375,342,26,0.9064,0.0234,14.0
155381,523,18,0.9388,0.0,10.0
155382,36,8,0.8611,0.0556,0.0
155383,34,5,0.8824,0.0882,1.5
155384,71,9,0.8873,0.0141,5.9
155389,45,8,0.6,0.2889,0.0
155394,242,10,0.5372,0.1529,28.0
155397,32,3,0.9375,0.0,0.0
155398,74,11,0.9324,0.0135,23.6
155407,890,78,0.7258,0.0517,212.9
155408,179,42,0.7709,0.1341,7.8
155411,42,6,0.8333,0.0476,0.0
155414,225,20,0.8756,0.0222,7.1
155422,105,9,0.8286,0.1429,184.6
155425,368,45,0.8967,0.0027,68.3
155433,41,4,0.9512,0.0244,0.1
155434,168,13,0.8869,0.0,42.0
155436,203,20,0.8473,0.0788,366.3
155440,518,45,0.8764,0.0483,11.7
155443,397,39,0.8287,0.1083,5.0
155449,323,25,0.6068,0.3529,14.0
155450,57,11,0.5614,0.3684,0.0
155451,32,11,0.9062,0.0,0.0
155455,58,6,0.9138,0.0172,0.0
155467,279,35,0.9068,0.0143,184.2
155468,588,33,0.8639,0.0034,49.0
155474,36,7,0.9722,0.0,0.0
155476,58,7,0.7931,0.0517,26.1
155477,70,9,0.6429,0.2429,0.0
155478,272,18,0.6801,0.2904,0.1
155486,978,97,0.7894,0.0419,40.5
155487,397,28,0.927,0.0076,100.9
155490,659,94,0.8801,0.0379,23.2
155501,246,19,0.7886,0.0732,42.0
155503,125,6,0.816,0.128,55.2
155508,45,9,0.6444,0.2444,50.0
155511,33,4,0.9394,0.0606,49.0
155513,452,25,0.9027,0.0465,93.8
155515,1464,107,0.8921,0.0191,148.9
155518,515,37,0.8369,0.0738,7.2
155522,1330,79,0.806,0.0617,248.4
155525,837,46,0.92,0.0072,14.9
155531,890,39,0.8045,0.0629,116.1
155534,1371,119,0.8074,0.0678,2.6
155537,226,40,0.9115,0.0088,11.3
155540,66,15,0.8182,0.0909,0.0
155545,39,3,0.8462,0.0256,13.4
155547,625,24,0.9104,0.064,49.2
155553,32,4,0.9688,0.0312,0.0
155557,163,21,0.9387,0.0,26.8
155559,112,19,0.875,0.0536,85.0
155563,574,39,0.9111,0.0139,78.0
155565,638,60,0.768,0.163,80.1
155567,115,18,0.7652,0.087,112.0
155568,37,3,0.8919,0.0,0.0
155569,145,24,0.9724,0.0,0.0
155571,81,13,0.9383,0.0123,4.0
155573,113,16,0.8938,0.0708,0.0
155580,48,2,0.6667,0.1875,0.0
155586,335,25,0.7881,0.1343,119.4
155587,116,22,0.8879,0.0862,52.0
155588,159,20,0.9057,0.0,0.0
155593,76,13,0.8421,0.0658,7.0
155594,609,43,0.7373,0.046,34.4
155595,322,22,0.9099,0.0155,44.3
155596,95,16,0.9579,0.0,7.0
155597,521,38,0.7102,0.144,221.8
155601,749,36,0.9359,0.0,14.2
155602,49,4,0.7959,0.0816,14.0
155603,1409,60,0.8382,0.0476,63.0
155604,323,33,0.805,0.1238,29.2
155605,46,10,0.8913,0.0,0.0
155607,348,24,0.6293,0.1782,91.0
155615,2501,171,0.8677,0.0444,315.2
155616,123,13,0.8374,0.122,95.9
155617,1069,101,0.8559,0.0262,2.1
155619,81,4,0.8642,0.0,6.9
155623,812,40,0.8005,0.0505,75.9
155625,211,26,0.9336,0.019,1.1
155638,1156,29,0.7137,0.2223,145.9
155643,105,19,0.8667,0.0476,0.0
155644,236,39,0.8136,0.1483,9.1
155649,139,23,0.6763,0.0791,287.1
155650,641,47,0.6115,0.0905,84.1
155656,69,7,0.6522,0.087,119.0
155658,83,13,0.8434,0.0964,56.0
155660,101,15,0.8713,0.0693,10.0
155661,134,8,0.8284,0.0448,1.8
155665,35,1,0.0286,0.9429,0.0
155667,2359,111,0.8716,0.0593,51.4
155673,185,23,0.9405,0.0162,98.0
155682,364,31,0.794,0.0165,208.9
155683,36,5,0.6389,0.2222,0.0
155684,33,3,0.697,0.0303,5.8
155689,483,37,0.8737,0.0455,33.1
155690,949,77,0.8999,0.0327,13.7
155693,82,17,0.7073,0.1951,0.1
155695,196,11,0.9286,0.0153,3.7
155699,495,34,0.7354,0.0808,112.0
155703,65,2,0.9692,0.0,1.3
155704,141,13,0.922,0.0071,158.0
155707,82,2,0.9878,0.0,0.0
155710,236,31,0.75,0.1356,84.2
155712,310,11,0.8742,0.0194,91.0
155716,337,49,0.911,0.0475,43.9
155720,277,31,0.8664,0.0578,236.0
155721,35,2,0.8857,0.0,0.4
155722,83,10,0.8916,0.012,0.0
155723,2519,118,0.7979,0.0977,161.0
155725,397,49,0.9144,0.0378,36.2
155727,37,3,0.7297,0.1622,0.0
155730,106,24,0.9528,0.0094,0.0
155736,57,6,0.8772,0.0175,0.0
155737,2845,268,0.9413,0.0176,2.9
155739,48,2,0.9375,0.0,0.0
155742,690,81,0.8797,0.0188,15.8
155743,495,47,0.7859,0.0222,91.0
155745,176,15,0.9716,0.0,201.3
155746,38,7,0.6053,0.2895,0.0
155749,207,22,0.9034,0.0242,0.1
155750,341,25,0.5953,0.2727,110.0
155752,42,11,0.8571,0.0476,0.2
155759,153,15,0.8693,0.0261,21.0
155764,498,30,0.8655,0.0884,13.8
155765,357,31,0.8179,0.0392,32.1
155768,100,8,0.83,0.01,0.0
155769,106,24,0.5849,0.1981,7.0
155770,500,36,0.888,0.03,74.1
155776,373,25,0.5657,0.2922,210.1
155777,55,15,0.8364,0.1455,0.0
155779,58,10,0.9655,0.0172,0.0
155782,33,8,0.9697,0.0303,0.0
155786,179,18,0.8603,0.0056,24.2
155791,88,6,0.7841,0.0,16.0
155792,50,8,0.94,0.02,0.0
155798,43,15,0.7442,0.0465,0.0
155799,70,8,0.8714,0.0857,287.0
155803,37,6,0.8108,0.0811,0.0
155806,862,70,0.8353,0.0592,25.3
155807,32,3,0.9688,0.0,0.0
155809,35,5,0.8857,0.0286,0.0
155813,158,16,0.7975,0.1013,19.3
155814,41,1,0.9756,0.0,0.0
155815,30,4,0.7,0.2,0.0
155816,128,16,0.9375,0.0,0.0
155820,530,47,0.8943,0.0283,61.0
155823,102,10,0.8235,0.0294,4.0
155825,54,7,0.7593,0.2037,0.0
155831,192,30,0.7188,0.1875,0.1
155832,35,9,0.9143,0.0571,29.9
155833,1021,46,0.7914,0.1332,45.9
155834,172,20,0.8721,0.0058,35.0
155841,261,26,0.9157,0.0575,3.9
155843,48,6,0.8542,0.0,0.0
155844,456,18,0.932,0.0132,2.0
155848,1207,43,0.8045,0.1193,54.1
155849,1189,55,0.6417,0.2456,760.1
155850,36,10,0.9167,0.0278,28.0
155851,173,14,0.8266,0.104,0.2
155852,310,29,0.929,0.0,14.0
155853,103,10,0.8544,0.0388,7.0
155855,111,19,0.6937,0.0541,0.0
155856,80,7,0.975,0.0,7.7
155862,222,26,0.8198,0.1261,22.0
155866,249,14,0.6386,0.1365,7.9
155871,131,24,0.8779,0.0305,184.2
155877,518,59,0.8707,0.0541,4.8
155878,586,36,0.8191,0.0648,59.9
155879,1196,66,0.7634,0.0602,18.5
155885,561,62,0.9055,0.0624,28.0
